Store,email
Lifemark Collingwood Sport Medicine and Rehabilitation Centre,collingwood.sportmedicine@lifemark.ca
Pharmasave - Collingwood,collingwoodpharmasave@gmail.com
Revera - Columbia Forest Long Term Care Centre,columbiaforest@reveraliving.com
Urology Centre,comdept@sjhc.london.on.ca
Comfort + Medical,comfort.plus@hotmail.com
Comfy Foot Care by Julia,comfyfootcare@gmail.com
Community Physiotherapy Clinic,commphysio@bellnet.ca
Women and Children's Health Program,communications@ckha.on.ca
Canadian Memorial Chiropractic College,communications@cmcc.ca
Emergency Department,communications@cornwallhospital.ca
Dilico Family Health Team Clinic - Thunder Bay - Anemki Place,communications@dilico.com
eHealth Centre for Excellence - Digital Health Centre,communications@ehealthce.ca
Pharmacy,communications@sschs.ca
Complete Chiropractic Centre,completechiropractic@cogeco.net
Complete Physiotherapy and Rehabilitation Centre,completephysiorehab@gmail.com
Complex Care Program,complexcare@sjhc.london.on.ca
Canadian Compounding Pharmacy - Toronto - Bloor St W,compounding@medspharmacy.ca
Origins Pharmacy and Compounding Lab - Oakville - 3075 Hospital Gate,compounding@originspharmacy.ca
Fairhaven - Long-Term Care Home,concerns@fairhavenltc.com
Guardian Pharmacy - Coniston,conipharmacy@persona.ca
Diagnostic Imaging,connect@eshc.org
Emergency Department,connect@ldmh.org
Health Services,connie.smith@bellnet.ca
Springbank Physiotherapy - PT Health Care Solutions,consults@pthealth.ca
Baygreen Pharmacy,contact@baygreenpharmacythornhill.com
Bellwood Pharmacy,contact@bellwoodrx.com
Brooklin Medical Centre,contact@brooklinmedical.com
Dorval Physiotherapy and Wellness Clinic,contact@dorvalphysio.ca
Pharmasave Elora Apothecary,contact@eloraapothecary.ca
Greenstone Family Health Team - Northern Horizons Health Centre,contact@gfht.ca
HALO Medical Clinic - Courtice,contact@halomedicalclinic.ca
Healing Source (The),contact@healingsourcepharmacy.ca
North Bay Parry Sound District Health Unit,contact@healthunit.ca
Oral Health Services - Healthy Smiles Ontario,contact@healthunit.org
Pine Ridge X-Ray,contact@kdi-prx.ca
Pharmasave - Parry Sound - Pine Dr (Lane Family Pharmacy),contact@lanerx.com
Lisgar Woods Medical Centre and Walk-In Clinic,contact@lisgarwoodsmedical.com
Markham Podiatry,contact@markhampodiatry.com
Markland Wood Pharmacy,contact@marklandwoodpharmacy.ca
Harbourfront Medicine Cabinet,contact@medcab.ca
Muscleworks Massage Therapy,contact@muscleworksmassage.com
Orangeville Foot Clinic,contact@orangevillefootclinic.com
Patient Networks - Family Medicine and Health Promotion,contact@patientnetworks.ca
Rossland Radiology,contact@rosslandrc.ca
Sandalwood Medical Centre - Brampton - 170 Sandalwood Pkwy,contact@sandalwoodmedical.ca
Sarnia Pharmacy,contact@sarniapharmacy.com
St Laurent Medical Centre - Pharmacy,contact@slmclinic.ca
Smith's Pharmacy - Vaughan - 3590 Rutherford Rd,contact@smithspharmacy.com
Errinrung Long Term Care Home and Retirement Community,contact@southbridgecare.com
St Joseph's Heritage - Heritage,contact@tbh.net
Chatham Site,contact@tdfht.ca
West Hill Medical Centre,contact@westhillmedical.ca
CDK Family Medicine and Walk In Clinic and Virtual Visits,contactCDK@gmail.com
Frost Manor,ContactResidentFrost@omniway.ca
Willows Estate Long Term Care Home - Aurora,ContactResidentWillows@omniway.ca
Huronview Home for the Aged,contactseniors@huroncounty.ca
Orchard View Senior Recreation Centre,contactsmc@kensingtonhealth.org
Georgetown Foot Clinic,contactus@georgetownfootclinic.com
Huntsville Foot Health Centre,contactus@huntsvillefoothealth.ca
Kapuskasing Foot Care and Orthotic Centre,contactus@kapfootclinic.com
LifeLabs - Etobicoke - Head Office,contactus@lifelabs.com
Total Balance Physiotherapy - Bracebridge,contactus@totalbalancephysio.com
Cindy Chow Chiropody Professional Corporation - Foot Clinic,contactus@villagefootclinicmarkham.com
LifeLabs - Fergus - Union St E,ContactUs-ON@LifeLabs.com
Whole Health Pharmacy Cooksville,cooksville@wholehealthrx.ca
Copper Terrace Long-Term Care Home,copperterrace@hotmail.com
Core Physiotherapy,corephysio@gmail.com
Cornwall Medical Practice - Walk-In Clinic,cornwallmedicalpractice@gmail.com
Cornwall Naturopathic Clinic,cornwallnaturopathy@pthealth.ca
Cottrelle Diagnostic Imaging,cottrellediagnostic@gmail.com
Country Lane Long Term Care Residence,countrylaneltc@southbridgecare.ca
County Drugstore,countydrugstore@gmail.com
Courtice Home Health Care and Compounding Pharmacy,courtice.pharmasave@rogers.com
PharmaChoice - Tillsonburg (Coward),cowardpharmacy@pharmachoice.com
County of Renfrew Paramedic Service Wellness Clinics,cpru@countyofrenfrew.on.ca
Craiglee Nursing Home,craigleeltc@southbridgecare.ca
Baby Oral Health Program,crd@wechu.org
Crocus Care Solutions,crocuscare@gmail.com
Carefor Health & Community Services - Winchester - Nor Dun Seniors' Support Services - Foot Care,crooney@carefor.ca
Preventive Dental Clinic,cschn@cschn.ca
Community Rehabilitation - In-Home Physiotherapy,ctaylor4015@rogers.com
Pharmasave - Brampton - Kennedy Rd N (Cumberland),cumberlandpharmacy@gmail.com
Diabetes Express Pharmacy,customer.sevice@diabetesexpress.ca
Step by Step Orthotic - Mobility and Gait Center,customerservice@stepbystepomg.ca
Union Villa - Long-Term Care Home,customerservice@uhs.on.ca
Public Health Ontario - Northern Ontario - Laboratory Services,customerservicecentre@oahpp.ca
Yurek Pharmacy and Home Healthcare,customerserviceyhh@yurekpharmacy.com
Custom Foot Clinic at Central Health Care - Guelph - Custom Foot Clinic and Orthotic Centre,customfootclinic@bell.net
CVE Inc. - Disability Management - Occupational Therapy,cve@cve.ca
Centre Wellington Remedy'sRx - Fergus,cwellington2017@gmail.com
GLA:D Canada - Bolton Physiotherapy Clinic - Bolton,dan@boltonphysio.com
Danforth Foot Clinic,danforthfootclinic@hotmail.com
Treat Your Feet Nursing Foot Care by Darlene,dar1221@hotmail.com
Evans Physiotherapy Professional Corporation,david.evans.pt@me.com
Graham's Pharmacy,david@grahamspharmacy.ca
Guardian Pharmacy - Davisville - 1881 Yonge St,davisvilleguardianpharmacy@gmail.com
Dayspring Medical Centre,dayspringbolton@gmail.com
Dayspring Pharmacy,dayspringpharmacies@gmail.com
Loyalist College of Applied Arts and Technology - Loyalist Student Health Centre,dbridger@loyalistcollege.com
Adult Day Program,dccss@dufferincounty.ca
Davis Drive Pharmacy,ddpharmacy@rogers.com
Outpatient Physiotherapy,dean.quade@prh.email
Simcoe Foot Care and Custom Orthotic Centre,debbie@simcoefootcare.com
McCowan Foot Clinic,deborah.dunphy@sympatico.ca
SQ1 Pharmacy,dee@sq1healthgroup.com
Delaware Pharmacy,delawarepharmacy@bellnet.ca
MyHealth Centre - Delhi,delhi@myhealthcentre.ca
Delta Walk-In Clinic,delta614@outlook.com
Denison Discount Pharmacy,denisondiscount@gmail.com
Foot Care Clinic,DennisHarrington@CSSAgency.ca
Children and Youth Dental Services,dental@bchu.org
Community Dental Clinic,dental@ccckl.ca
Oral Health Services,dental@swpublichealth.ca
Algonquin College - Woodroffe Campus - Rm J109 - Dental Clinic,dentalclinic@algonquincollege.com
Durham College Dental Hygiene Clinic,dentalclinic@durhamcollege.ca
Downtown Dental Clinic,dentalclinic@hamilton.ca
Civic Campus - Dental Clinic,dentalclinic@ottawahospital.on.ca
Delhi Township Senior Citizens Club,dfc@execulink.com
Outchitel Chiropody Professional Corporation,dfc@rogers.com
Complex Continuing Care,dforseniors@baycrest.org
D. Freer and Associates - Barrie Office - Physiotherapy and Massage Therapy,dfreer@lifemark.ca
Dhaliwal Pharmacy,dhaliwalpharmacy@hotmail.com
Centretown Community Health Centre - Pembroke - Champlain Diabetes Chiropody Program,diabeteschiropody@centretownchc.org
Diabetes Foot Care Program,diabetesfootcareprogram@haltonhealthcare.on.ca
Village Family Health Team,diana.noel@villagefht.ca
Palace (The),didupuis@southbridgecare.ca
Mavrou Chiropractic Services,dinomavrou@yahoo.ca
Aboriginal Patient Navigator,Dionne.Nolan@kingstonhsc.ca
Disera Pharmacy,diserapharmacy@hotmail.com
Divinity Foot Care,divinityfootcare@gmail.com
Division Pharmacy,divisionstreetrx@gmail.com
Bonnechere Manor,djohnston@countyofrenfrew.on.ca
Don Mills and Lawrence Pharmacy,dlawrencepharm@gmail.com
Queensway Long Term Care - Queensway Retirement Community,dmcLeod@southbridgecare.ca
Village Green Long Term Care Facility,dmctaggart@omniway.ca
Dingwall Medical Group - Urgent Care Clinic,dmgdocs@drytel.net
Albert Street Chiropractic Clinic,doc.dave@sympatico.ca
Dr Ebrahim and Associates,doctoremd@hotmail.com
Dom's Pharmacy - Toronto,domsphm@rogers.com
Brockville Site,donaldbrooks@rogers.com
Pembroke Physiotherapy Clinic,donerphysio@bellnet.ca
Physiomobility Don Mills - CF Shops at Don Mills,donmills@physiomobility.ca
Groves Park Lodge,donna.pinkham@gemhc.com
Don Russell Drug Mart,donrusselldrugmart@gmail.com
Dovigi Orthopaedic Sports Medicine Clinic,dovigi@sinaihealth.ca
Guardian Pharmacy - Colborne (Downey),downey.pharmacy@gmail.com
Downsview X-Ray and Ultrasound,downsviewbookings@gmail.com
Downsview Park Pharmacy,downsviewparkpharmacy@gmail.com
K-Town Physiotherapy - King Street E,downtown@ktpt.ca
Lifemark Physiotherapy - London Central - Central Branch YMCA,downtownlondon@lifemark.ca
Pinecrest Nursing Home,DPelletier@extendicare.com
Dorchester Physiotherapy,dphysio@rogers.com
Toronto Chiropractic Centre,dr.babakmissaghi@gmail.com
Network Chiropractic Care,dr.val@rogers.com
Lawrence Park Family Health Organization,dr@lawrenceparkmedical.ca
Dr Anita Chopra - Family Chiropractor,dranitachopra@gmail.com
Portsmouth Medical Clinic,drbaran@cogeco.ca
Amherstview Family Chiropractic,drbrent@cogeco.net
City Centre Health Clinic,drdavidw@gmail.com
Family Wellness Chiropractic,drdonleck@bellnet.ca
Quinte Decompression and Pain Clinic,drkerr@quintedecompression.com
Dr Langer Family Medicine and Walk In Clinic,drlangermedicalinfo@gmail.com
Espanola Chiropractic Office - Doctor Laurenti,drlaurenti@gmail.com
Bell Chiropractic and Soft Tissue Centre,drlsbell@bellchiropractic.net
Domanko Chiropractic and Massage,drmdomanko@gmail.com
Chartwell Champlain Long Term Care Residence,droussel@chartwell.com
Creemore Chiropractic,drpatrick@creemorechiro.com
Dr Sameh Fikry Medicine Professional Corporation - After Hours and On Call Travel Clinic,drsamfikry@gmail.com
King's Town Chiropractic,drsheldoncook@gmail.com
Bolton Chiropractic Centre,drshore@boltonchiro.ca
DRS Physio and Wellness - Brampton,drsphysio105@gmail.com
Chiropractic Generation,drsteve@chiropracticgeneration.com
Luck Chiropractic and Laser Therapy Clinic - Sault Ste Marie,drtedluck@priddleluck.com
Professional Medical Pharmacy,drugmasters@icloud.com
Advance Chiropractic,drvic@advancechiro.on.ca
Dryden Medical Pharmacy,drydenmedical@gmail.com
Appletree Medical Group - Etobicoke,dsmith@appletreemedicalgroup.com
DrugSmart Pharmacy - Sydenham,dsp001@drugsmartpharmacy.ca
DrugSmart Pharmacy - Kingston - Earl St (Queen's Centre),dsp101@drugsmartpharmacy.ca
Lifemark Dufferin and Castlefield,dufferin@lifemark.ca
Dufferin Oaks,dufferinoaks@dufferincounty.ca
Dundalk Village Pharmacy,dundalkvillagepharmacy@gmail.com
Dundas427 Medical Pharmacy,dundas427pharmacy@gmail.com
Dundas Community Pharmacy,dundascommunitypharmacy@gmail.com
Hewak Foot Clinic (The),dundasfootclinic@cbi.ca
Dundas Kipling Pharmacy,dundaskipling@gmail.com
Dundas Neyagawa Medical Centre,dundasneyagawamedical@gmail.com
Guardian Pharmacy - Mississauga - Dundas St W (Dundas Medical Pharmacy),dundaspharmacy@gmail.com
Dundas Medical Imaging,dundasxrayus@gmail.com
pt Health - Dunnville Physiotherapy and Rehabilitation,dunnvillephysio@pthealth.ca
Dunwin Pharmacy,dunwinpharmacy@gmail.com
Durham Drugstore,durhamdrugstore@gmail.com
Durham Family Foot Care Centre,durhamfamilyfootcare@yahoo.ca
Durham Orthopedic and Sports Injury Clinic,durhamorthopedic@bellnet.ca
Durham Physiotherapy and Wellness Clinic,durhamphysio@outlook.com
CBI Health Centre - Durham,durhamphysiotherapy@cbi.ca
Durham Podiatry Associates,durhampodiatry.associates@gmail.com
Diagnostic Ultrasound Services - North Bay,dusnb@cogeco.net
Arbour Heights Long Term Care Residence - AXR Operating (National) LP,dyah.dillon@reveraliving.com
Dynamic Physiotherapy,dynamic.physiotherapy@rogers.com
Accupuncture,eaglechiropractic@ymail.com
Eagle Ridge Pharmacy PharmaChoice,eagleridgerx@gmail.com
Eagle Terrace Long Term Care Facility,eagleterrace@reveraliving.com
PharmaChoice - London - Hamilton Rd (Ealing Pharmacy),ealingpharmacy@hotmail.com
Earlton's Pharmacy,ealtonpharmacy@gmail.com
Express Aid Pharmacy - Grove St E,eapgrove@gmail.com
Ear Falls Community Health Centre - Family Health Team,earfallsfht@live.com
Steady Gait Foot Clinic,east@steadygait.com
Eastgate Foot and Ankle Clinic,eastgatefootcare@gmail.com
GSH Medical - Liberty Village,eastliberty@gshmedical.ca
East Oshawa Physiotherapy,eastoshawa@rogers.com
Etobicoke Brampton Sleep Clinic,ebsleepclinic1@bellnet.ca
Physiotherapy,edith.mercieca@nmninoeyaa.ca
Rainy Lake First Nations Pharmacy - Fort Frances,edwinb@vianet.ca
Conways Pharmacy - Eganville - Bridge St,eganville@conwayspharmacy.ca
Prince Theodore Group of Pharmacies - Mississauga - Eglinton Ave W,eglinton@ptgpharmacy.com
Eglinton Discount Pharmacy - Scarbrough,eglintondiscountpharmacy@hotmail.com
Scarborough Cardiac Diagnostic Centre - 2950 Eglinton Ave E,eglintonhealthcare@gmail.com
Letitia Pharmacy - Leacock Dr,elena@letitiapharmacy.com
OHIP-Funded Physiotherapy Clinic,elgin.clinic@closingthegap.ca
Closing the Gap Healthcare Group - Elgin,elgin@closingthegap.ca
Elgin Care Pharmacy,elgincarepharmacy@yahoo.com
PharmaChoice - Elgin (Elgin Drugs),elgindrugs@gmail.com
Eglinton Health Care Center - Scarborough - Diagnostic Centre,elgintonhealthcare@gmail.com
Elginwood Long Term Care Centre,elginwood@reveraliving.com
Ellen Yack and Associates,ellenyack@gmail.com
Elms Physiotherapy,elmsphysiotherapy@rogers.com
Pleasant Park Pharmacy - Ottawa - Pleasant Park Rd,elmvalepharmacy@gmail.com
Elmvale Pharmasave,elmvalepharmasave@gmail.com
Elmwood Place,elmwoodpl@reveraliving.com
Elston Pharmacy,elston.pharm@gmail.com
Elgin Manor,em@elgin.ca
Immunization Clinic,email@bchu.org
Sexual Assault Care Centre/Domestic Violence Program,email@sacc.to
Westmount Family Physicians,email@westmountfamilyphysicians.com
Emerald Medical Walk-in Clinic,emeraldwalkin@gmail.com
Emo Drugs,emodrugs@hotmail.com
Ceremonial Medical Centre - Walk-In and Family Practice,enquiries.ceremonial@gmail.com
Eramosa Pharmacy - Guelph,eramosapharmacy@gmail.com
Erie St Clair Radiology - Windsor - Walker Rd,eriestclair@gmail.com
Exeter Villa Retirement Living and Long Term Care,Erika.K@Exetervilla.ca
KJK Pharmacy,erindalemedical@gmail.com
Erindale Medical Pharmacy,erindalepharmacy@bellnet.ca
Placement Services,esc-engagement@lhins.on.ca
Joseph Esquega Health Centre,esquegahealth@outlook.com
Essex Physical Therapy - Rehabilitation and Wellness Centre,essex@tenzerprimeau.ca
Essex Chiropractic,essexchiropractic@yahoo.ca
East Toronto Orthopaedic and Sports Injury Clinic - Coxwell and Danforth,ETO@mytorontophysio.com
Triangle Physiotherapy - Etobicoke,etobicoke@trianglephysiotherapy.com
Walking Mobility Clinics - Etobicoke Foot Clinic and Orthotics Centre,etobicoke@wmclinics.com
Etobicoke Walk-in Clinic and Family Physicians,etobicokewalkinweb@gmail.com
Eastown Pharmacy - Eastside Discount Drug Store Inc,etpharmacy@hotmail.com
Evans Occupational Health,evansclinic@workplacemedical.com
RxHealthMed - Brampton - Gore Rd (Evergreen Pharmacy),evergreenrxhealthmed@gmail.com
Excel Care Pharmacy,excelcarepharmacy2019@gmail.com
Excellent Care Pharmacy,excellentcare-phb@hotmail.com
Excellent Care Pharmacy,excellentcare-phm@hotmail.com
St Joseph's Continuing Care Centre,executiveoffices@sjccc.ca
Extra Mile Pharmacy,extramilepharmacy@bellnet.ca
Fairway River Pharmacy,fairiverpharmacy@gmail.com
Family Care Pharmacy - Toronto - King St W,familycare1209@gmail.com
Ray Lawson Medical Centre,familycarebrampton@gmail.com
Family Foot Care Centre,familyfootcarecentre@yahoo.ca
PharmaChoice - Pelham (Family Health Pharmacy),familyhealthpelham@gmail.com
Family Health Pharmacy - Windsor - Hawthorne Dr,familyhealthpharmacy@bellnet.ca
North Renfrew Family Health Team,familyht@drdh.org
Family Medical Clinic - Walk-in Medical Clinic and Family Practice,familymedicalclinic@hotmail.ca
Bruy??re Academic Family Health Team - Primrose Family Medicine Centre,familymedicine@bruyere.org
Fars Medical Pharmacy,farsmedicalpharmacy@gmail.com
Appletree Medical Centre - Thornhill,feedback@appletreemedicalgroup.com
Hitek Medical Imaging - North York - 6464 Yonge St,feedback@hitekmedicalimaging.com
Chiropody,feedback@lampchc.org
Mississauga Long Term Care Facility,feedback@mltcfacility.com
The Rehabilitation Centre,feedback@toh.ca
Hometown Family Pharmacy,feelbetter@HarrowPharmacy.ca
Fei Physiotherapy,feiphysiotherapy@gmail.com
Fergus Pharmacy and Compounding Centre,ferguspharmacy@gmail.com
Fort Frances Clinic Dispensary,ffcdisp@jam21.net
Feet First Footcare,fffcare7@gmail.com
Bridgepoint Family Health Team,fht@bridgepointhealth.ca
Family Health Team,fht@redlakehospital.ca
Etobicoke Clinic,fht-info@summervillefht.com
Fifth Avenue Pharmacy,fifthavenuepharmacy@hotmail.com
Finch-Weston Medical Pharmacy,finchweston.drugstore@gmail.com
Finch Weston X-Ray Ultrasound,finchweston@rogers.com
Back on Track - Ottawa - Bank St - Physiotherapy and Sports Injury,findlaycreek@novohealthnet.com
Findlay Creek Pharmacy,findlaycreekpharmacy@gmail.com
Finish First Health & Performance Clinic,finishfirstteam@gmail.com
Canadian M.E.D.E.K Centre (The) and Physiotherapy Clinic,fink@sympatico.ca
First Ave Foot Clinic,firstavefootclinic@gmail.com
Guardian Pharmacy - Hamilton -  King St E??(First Place Pharmacy),firstplacepharmacy@hotmail.com
pt Health - Flamborough Physiotherapy and Rehabilitation,flamboroughphysio@pthealth.ca
Family Life Health Centre,flhc1234@gmail.com
Tendercare Living Centre,fmartis@tendercare.ca
FMC Pharmacy,fmcpharmacy215@gmail.com
Lifemark Physiotherapy - Fonthill,fonthill@lifemark.ca
Family Foot and Wellness Centre,footandwellnesscentre@gmail.com
Foot Care by Nicole,footcarebynicole@gmail.com
Foot Care by Shelley - Cobblestone Medicine Rehab,footcarebyshelley@yahoo.com
Foot Care Centre,footcarecentre@wchospital.ca
Medical Centre Foot Clinic and Orthotics - Sudbury,footclinic@eastlink.ca
McMaster Foot Care,footnurse@outlook.com
Revera - Forest Heights Long Term Care Centre,forestheights@reveraliving.com
Pharmasave - Forest,forestpharmacy@rogers.com
Foudy Chiropractic Centre,foudychiropractic@gmail.com
Foudy Chiropractic Centre,fourcorners@lifemark.ca
Chiropractic,fpcbankstreet@familyphysio.com
LifeMark - Sudbury (Four Corners),fpcbarrhaven@familyphysio.com
Occupational Therapy,fpcblasers@familyphysio.com
Physiotherapy,fpcbrockville@familyphysio.com
